"","title","artists","album_name","year","season","popularity","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","tempo","key","mode","duration_ms","valence","time_signature","track.id","genre_1","genre_2","genre_3","genre_4","genre_5","genre_6","genre_7","genre_8"
"72","HULA-HOOP","Carl Brave","HULA-HOOP","2022","Summer",53,0.0735,0.756,0.865,0,0.0779,-5.059,0.12,150.354,"1","0",214672,0.774,"4","1uMglAWKIFBHsYb7Mt5qqO","italian adult pop","italian pop","rap napoletano","rome indie",NA,NA,NA,NA
"73","Senza Pagare VS T-Pain (feat. T-Pain)","J-AX","Comunisti col Rolex","2017","Summer",56,0.0296,0.679,0.625,0,0.106,-6.668,0.0405,96.035,"6","1",210099,0.489,"4","0YOUE1TlkgSbkNvWkZkEVp","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"74","Do Me a Favour","Arctic Monkeys","Favourite Worst Nightmare","2007","Spring",69,0.00013,0.469,0.738,0.0577,0.078,-6.638,0.0619,180.15,"11","0",209253,0.624,"4","2BqfIlpahcebJPeu1IUTEo","garage rock","modern rock","permanent wave","rock","sheffield indie",NA,NA,NA
"75","Buon Viaggio (Share The Love)","Cesare Cremonini","Più Che Logico","2015","Spring",60,0.347,0.58,0.816,1.76e-06,0.495,-8.381,0.142,103.935,"5","1",207266,0.419,"4","7LSBkEm5LQSkhe6yqqqBPs","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"76","Hurts Like Hell (feat. Offset)","Madison Beer","Hurts Like Hell (feat. Offset)","2018","Autumn",60,0.185,0.704,0.56,0,0.0948,-6.791,0.179,75.002,"1","0",207108,0.608,"4","1thsMfc9Z8zztIx7Le3JQM","pop",NA,NA,NA,NA,NA,NA,NA
"77","Da zero a cento","Baby K","Icona","2018","Autumn",51,0.0241,0.608,0.659,0,0.113,-6.103,0.0601,184.072,"3","0",206200,0.803,"4","1ZF1hdW5COHbgqG9MSdSuU","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"78","El Perdón (with Enrique Iglesias)","Nicky Jam","Fénix","2017","Winter",76,0.443,0.628,0.69,0,0.113,-5.83,0.0511,179.908,"8","1",205906,0.66,"4","7qCAVkHWZkF44OzOUKf8Cr","latin hip hop","reggaeton","trap latino","urbano latino",NA,NA,NA,NA
"79","DÁKITI","Bad Bunny","DÁKITI","2020","Autumn",81,0.401,0.731,0.573,5.22e-05,0.113,-10.059,0.0544,109.928,"4","0",205090,0.145,"4","47EiUVwUp4C9fGccaPuUCS","reggaeton","trap latino","urbano latino",NA,NA,NA,NA,NA
"80","La Cintura","Alvaro Soler","Mar De Colores (Versión Extendida)","2019","Spring",66,0.0222,0.706,0.844,0,0.355,-4.054,0.0737,100.005,"6","0",204666,0.762,"4","6VUJQqyeQhAZHkQbSDqLtI","latin pop",NA,NA,NA,NA,NA,NA,NA
"81","Camel Blu (feat. Giorgio Poi)","Carl Brave","Notti Brave","2018","Spring",45,0.0429,0.681,0.641,0,0.109,-5.577,0.0559,81.977,"8","1",202786,0.0953,"4","0YdCTQIqZVUUfmqjaM9qvR","italian adult pop","italian pop","rap napoletano","rome indie",NA,NA,NA,NA
"82","Dynamite","Taio Cruz","The Rokstarr Hits Collection","2010","Winter",79,0.00379,0.751,0.783,0,0.036,-3.724,0.0859,119.975,"4","1",202613,0.816,"4","2CEgGE6aESpnmtfiZwYlbV","dance pop","pop","pop rap",NA,NA,NA,NA,NA
"83","Moves Like Jagger - Studio Recording From ""The Voice"" Performance","Maroon 5","Hands All Over (Revised International Deluxe)","2010","missing",50,0.0119,0.716,0.762,0,0.298,-4.459,0.0459,128.062,"11","0",201253,0.63,"4","1YsMJDSKkkyHcEvs52GXAe","pop",NA,NA,NA,NA,NA,NA,NA
"84","Non mi basta più (feat. Chiara Ferragni)","Baby K","Non mi basta più (feat. Chiara Ferragni)","2020","Summer",51,0.11,0.828,0.741,0,0.0598,-4.76,0.0561,122.938,"7","0",200975,0.966,"4","5ZUeBvBEH8hpdLMW3yCmHb","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"85","Sorry","Justin Bieber","Purpose (Deluxe)","2015","Autumn",84,0.0797,0.654,0.76,0,0.299,-3.669,0.045,99.945,"0","0",200786,0.41,"4","09CtPGIpYB4BrO8qb1RGsF","canadian pop","pop",NA,NA,NA,NA,NA,NA
"86","Costole rotte - From the Rooftop","Coez","From the Rooftop","2016","Winter",29,0.483,0.67,0.482,0,0.152,-7.084,0.06,104.093,"3","1",200000,0.323,"4","5t5q6zxhhhbu8U1Pbmq8uQ","italian adult pop","italian pop","rap napoletano","rome indie",NA,NA,NA,NA
